,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
2621,happened santa holiday armadillo,0,6,negative,483,1
2622,yes yes please give,1,3,positive,484,0
2623,yeah,0,4,neutral,484,1
2624,thank,1,4,neutral,484,2
2625,know would work,0,4,neutral,484,3
2626,stop making candy,0,0,negative,484,4
2627,mean like,0,4,neutral,484,5
2628,thank,1,4,neutral,485,0
2629,unbelievable believe sign work,0,6,negative,485,1
2630,unbelievable believe sign work,1,6,negative,486,0
2631,know would work,0,4,neutral,486,1
2632,stop making candy,0,0,negative,486,2
2633,mean like,0,4,neutral,486,3
2634,maybe,1,4,neutral,486,4
2635,became chef people would like,0,6,negative,486,5
2636,oh really want talk getting people like huh funny man,1,0,negative,486,6
2637,platform ready dance world new millennium guy yelled cut,0,0,negative,487,0
2638,uh wait guy telling actually routine eighth grade,1,6,negative,487,1
2639,yeah course update little bit hey way great thinking catching,0,3,positive,487,2
2640,co gon na say way could done end way guy back,1,3,positive,487,3
2641,could,0,6,negative,487,4
2642,could,0,6,negative,488,0
2643,know mean lot bigger mean stronger back,1,3,positive,488,1
2644,okay come let go,0,4,neutral,488,2
2645,okay come let go,0,4,neutral,489,0
2646,tv,0,4,neutral,490,1
2647,hey,0,3,positive,491,0
2648,guy market got uh scarf tulip post card,1,4,neutral,491,1
2649,check huh yeah stuff think,0,4,neutral,491,2
2650,oh yeah gon na make choose hat choose hat,0,4,neutral,491,3
2651,good choice,1,0,negative,491,4
2652,thanks,0,3,positive,491,5
2653,check huh yeah stuff think,1,4,neutral,492,0
2654,well buy stupid anymore,0,4,neutral,492,1
2655,well like go,1,4,neutral,492,2
2656,right look really gon na buy think embarrassed enough one day,0,0,negative,492,3
2657,oh embarrass,1,6,negative,492,4
2658,answer pretending know,0,4,neutral,492,5
2659,oh really come one wearing,0,4,neutral,492,6
2660,right look insist wearing public know gon na spend rest afternoon,0,1,negative,492,7
2661,oh yeah gon na make choose hat choose hat,1,4,neutral,492,8
2662,thanks,1,3,positive,492,9
2663,okay wait right okay going embarrassed anymore,0,0,negative,492,10
2664,answer pretending know,0,4,neutral,493,0
2665,oh really come one wearing,0,4,neutral,493,1
2666,tourist,1,4,neutral,493,2
2667,right look insist wearing public know gon na spend rest afternoon,0,1,negative,493,3
2668,empty vase huh,1,6,negative,494,0
2669,read many important book write trick poem seem one thing actually something else,1,0,negative,494,2
2670,get excited stupid stuff like,1,4,neutral,494,3
2671,whoa whoa whoa,0,6,negative,494,4
2672,even know,1,0,negative,494,5
2673,whoa whoa whoa poem,0,6,negative,494,6
2674,empty vase baby make sad would think,0,5,negative,494,8
2675,sorry friend phoebe,1,5,negative,494,9
2676,woman well american woman feel better,0,4,neutral,494,10
2677,oh yeah,1,4,neutral,494,11
2678,okay forward forward stop okay back stop okay forward stop stop stop,1,4,neutral,495,0
2679,okay gon na,0,4,neutral,495,1
2680,okay gon na break put neutral,0,4,neutral,495,2
2681,guy push forward ross drive spot,0,4,neutral,495,3
2682,okay,0,4,neutral,495,4
2683,right go,0,4,neutral,495,5
2684,haul as,0,4,neutral,495,6
2685,said year computer carry number function actual human brain,1,4,neutral,496,0
2686,theoretically could download thought memory computer,1,4,neutral,496,1
2687,live forever machine,0,3,positive,496,2
2688,janine know know right,1,3,positive,496,3
2689,interfacing,1,4,neutral,496,4
2690,yeah got ta go,0,2,negative,496,5
2691,yeah got ta go,1,2,negative,497,0
2692,ba dum bumb cheshhh,0,3,positive,497,1
2693,david help trying explain chandler plane stay air,1,4,neutral,498,0
2694,oh certainly combination bernoulli principle newton third law motion,0,4,neutral,498,1
2695,see,1,4,neutral,498,2
2696,see,1,4,neutral,499,0
2697,yeah something wind,0,2,negative,499,1
2698,alright gon na go pick thing trip,1,4,neutral,499,2
2699,alright gon na go pick thing trip,0,4,neutral,500,0
2700,oh go,1,4,neutral,500,1
2701,oh tomorrow guy wan na share cab airport mike meet,1,4,neutral,500,2
2702,oh mike sister invited party tonight gon na,0,0,negative,501,0
2703,like oh worry,0,5,negative,501,1
2704,asked,0,4,neutral,501,2
2705,totally ok seeing,0,0,negative,501,3
2706,go think totally ok seeing,0,3,positive,501,4
2707,totally hung,1,0,negative,501,5
2708,exactly,0,4,neutral,501,6
2709,gon na want eat heart gon na look fabulous,1,4,neutral,501,7
2710,even think aaargh,0,0,negative,501,8
2711,hey pheebs taking charlie shopping come help find something,1,4,neutral,501,9
2712,ok great,0,3,positive,501,10
2713,oh mike sister invited party tonight gon na,1,0,negative,502,0
2714,like oh worry,1,5,negative,502,1
2715,asked,1,4,neutral,502,2
2716,totally ok seeing,1,0,negative,502,3
2717,go think totally ok seeing,1,3,positive,502,4
2718,ok great,1,3,positive,502,5
2719,oh ai nice three trying slutty lingerie together,0,1,negative,502,6
2720,oh ai nice three trying slutty lingerie together,0,1,negative,503,0
2721,gon na,1,1,negative,503,1
2722,would ruin hurtin,0,1,negative,503,2
2723,julie hi chandler bing guess remember,0,3,positive,504,0
2724,hello skidmark,1,4,neutral,504,1
2725,nickname explain later,0,4,neutral,504,2
2726,ah uh owe long overdue apology never broken overweight,0,4,neutral,504,3
2727,broke,1,6,negative,504,4
2728,know well guess work done,0,5,negative,504,5
2729,nickname explain later,0,4,neutral,505,0
2730,pretty clear,1,4,neutral,505,1
2731,ah uh owe long overdue apology never broken overweight,0,4,neutral,505,2
2732,ross excuse pardon excuse,0,6,positive,506,1
2733,hi everyone,1,4,neutral,507,0
2734,wanted thank uh little talk,1,4,neutral,507,1
2735,well going talked talked joey,1,4,neutral,507,2
2736,say,0,2,negative,507,3
2737,basically told get ya know,1,4,neutral,507,4
2738,though said though said well way get sex tonight,1,4,neutral,507,5
2739,oh great,1,3,positive,508,0
2740,keep eye night every know kinda lean stroke hair touch neck,1,3,positive,508,1
2741,okay stop phoebe getting tingly,0,3,positive,508,2
2742,could think know gon na kiss gon na kiss,1,3,positive,508,3
2743,lady monica kiss tell hickey speaks,1,3,positive,508,5
2744,got got,0,4,neutral,508,6
2745,like much feel like drink today six,1,3,positive,508,7
2746,oh feeling since first started going chandler,0,3,positive,508,8
2747,wow never gon na feeling,0,5,negative,508,9
2748,sound like guy,1,1,negative,508,10
2749,guy would saying never gon na get sleep anyone else,0,1,negative,508,11
2750,oh god,0,6,negative,508,12
2751,never gon na get sleep anyone else,0,5,negative,508,13
2752,busy planning wedding forgot thing giving,0,6,negative,508,14
2753,mean never gon na first kiss,0,5,negative,508,15
2754,last kiss,1,4,neutral,508,16
2755,thank much coming back,1,3,positive,509,0
2756,oh good yeah worried going uncomfortable,0,5,negative,509,1
2757,oh good yeah worried going uncomfortable,0,5,negative,510,0
2758,know mona hear,1,4,neutral,510,1
2759,first sorry father yelling heard totally held,1,4,neutral,510,2
2760,gon na tell,1,4,neutral,510,3
2761,know mona hear,0,4,neutral,511,0
2762,first sorry father yelling heard totally held,0,4,neutral,511,1
2763,gon na tell,0,4,neutral,511,2
2764,focus,1,4,neutral,511,3
2765,okay okay yes ross used date yes gon na baby,0,4,neutral,511,4
2766,right turkey,0,4,neutral,512,0
2767,joey maternity pant,1,6,negative,512,1
2768,thanksgiving pant,0,3,positive,512,2
2769,oh would look monica,1,3,positive,513,2
2770,knocked top score sad,1,3,positive,513,3
2771,okay next start another game said next phoebe,0,0,negative,513,4
2772,oh sorry hear winning,1,3,positive,513,5
2773,chandler phoebe hogging game,0,0,negative,513,6
2774,remember leave room day roast chicken,1,4,neutral,514,0
2775,yeah thought put whole thing hand made walk across table,0,4,neutral,514,1
2776,got ta turkey thanksgiving,0,3,positive,514,2
2777,mean thanksgiving turkey fourth july apple pie,0,5,negative,514,3
2778,friday two pizza,0,5,negative,514,4
2779,right,0,3,positive,514,5
2780,cause tribbiani,0,3,positive,514,6
2781,eat,0,3,positive,514,8
2782,yeah thought put whole thing hand made walk across table,0,4,neutral,515,0
2783,anyway seem worth make whole turkey three people okay lot work,1,4,neutral,515,1
2784,got ta turkey thanksgiving,0,3,positive,515,2
2785,mean thanksgiving turkey fourth july apple pie,0,5,negative,515,3
2786,friday two pizza,0,5,negative,515,4
2787,right fine mean much gon na ton left,1,5,negative,515,5
2788,promise finish turkey,0,3,positive,515,6
2789,right telling eat entire turkey one sitting,1,4,neutral,515,7
2790,right,0,3,positive,515,8
2791,cause tribbiani,0,3,positive,515,9
2792,eat,0,3,positive,515,11
2793,wow huge much bigger cubicle oh cube,1,6,positive,516,0
2794,look,0,3,positive,516,1
2795,oh window,1,6,positive,516,2
2796,yes indeedy beautiful view,0,3,positive,516,3
2797,oh look guy peeing,1,6,positive,516,4
2798,oh look guy peeing,1,6,positive,517,0
2799,hi,0,4,neutral,517,1
2800,hi,0,4,neutral,518,0
2801,hi,1,4,neutral,518,1
2802,left hand would please help,0,0,negative,519,0
2803,okay let use brush,0,4,neutral,519,1
2804,okay stuff,1,4,neutral,519,2
2805,yeah,0,4,neutral,519,3
2806,right,1,4,neutral,519,4
2807,careful light okay know sweep across lid okay sweep,0,4,neutral,519,5
2808,left hand would please help,1,0,negative,520,0
2809,okay let use brush,1,4,neutral,520,1
2810,careful light okay know sweep across lid okay sweep,1,4,neutral,520,2
2811,exactly zoo,1,4,neutral,521,0
2812,well technically zoo per se interactive wildlife experience,0,4,neutral,521,1
2813,let ask question uh marcel,0,4,neutral,521,2
2814,yes,1,4,neutral,521,3
2815,uh fight animal,0,4,neutral,521,4
2816,docile,1,4,neutral,521,5
2817,even cornered,0,4,neutral,521,6
2818,well know,1,4,neutral,521,7
2819,uh handling small object,0,4,neutral,521,8
2820,hold banana whatcha mean,1,4,neutral,521,9
2821,hammer small blade,0,4,neutral,521,10
2822,otherwise cruel,0,4,neutral,521,11
2823,oh hear marcel san diego san diego,1,3,positive,521,12
2824,making big mistake,0,1,negative,521,13
2825,mean san diego well good give start blind rabbit give twenty percent gain,0,4,neutral,521,14
2826,well technically zoo per se interactive wildlife experience,0,4,neutral,522,0
2827,let ask question uh marcel,0,4,neutral,522,1
2828,hammer small blade,0,4,neutral,522,2
2829,otherwise cruel,0,4,neutral,522,3
2830,got got san diego,1,3,positive,522,4
2831,come back walk phone ringing,1,4,neutral,522,5
2832,making big mistake,0,1,negative,522,6
2833,mean san diego well good give start blind rabbit give twenty percent gain,0,4,neutral,522,7
2834,got got san diego,1,3,positive,523,0
2835,come back walk phone ringing,1,4,neutral,523,1
2836,oh hear marcel san diego san diego,1,3,positive,524,1
2837,specimen room want thank whoever knocked door,0,4,neutral,525,0
2838,really helped speed process along,0,3,positive,525,1
2839,janice,0,6,positive,525,2
2840,gone,0,6,positive,525,3
2841,sid still room,1,4,neutral,525,4
2842,allow porn home like vacation,1,3,positive,525,5
2843,make deposit,1,4,neutral,525,7
2844,yeah yeah hard part,0,3,positive,525,8
2845,hard part honey hard part come next mean worried result,1,2,negative,525,9
2846,even thought result yet assumed everything gon na ok,0,3,positive,525,10
2847,oh well know probably,1,4,neutral,525,11
2848,phoebe purse,0,2,negative,526,0
2849,give,0,0,negative,526,1
2850,ca,1,0,negative,526,2
2851,give,0,0,negative,526,3
2852,go,0,0,negative,526,5
2853,oh yeah,1,0,negative,526,6
2854,phoebe come,0,4,neutral,526,7
2855,haha,0,3,positive,526,8
2856,damn monica geller hyphen bing,1,0,negative,526,9
2857,wrong oh god sex somebody alive bicentennial,0,1,negative,527,0
2858,sex,1,4,neutral,527,1
2859,ethan focus could tell,0,6,negative,527,2
2860,well never told old,1,4,neutral,527,3
2861,well different lie make one u felon state thinking,0,1,negative,527,4
2862,thinking busy fallin,1,3,positive,527,5
2863,say,0,2,negative,527,6
2864,love,1,3,positive,527,7
2865,really,0,6,positive,527,8
2866,sorry,1,5,negative,527,9
2867,well fall,0,0,negative,527,10
2868,know even school night,0,0,negative,527,11
2869,oh god oh god,0,3,positive,527,12
2870,like woman see shiny guy named chad,0,1,negative,527,13
2871,joan collins,0,1,negative,527,14
2872,right still baby come people please make room,0,5,negative,528,0
2873,uh sweetie maybe comfortable,1,4,neutral,528,1
2874,like done enough,0,0,negative,528,2
2875,look know miserable wish something,1,4,neutral,528,3
2876,mean wish seahorse,1,4,neutral,528,4
2877,seahorse male carry baby,1,4,neutral,528,5
2878,also umm far away sea,1,0,negative,528,6
2879,god never uncomfortable entire life,0,3,positive,528,7
2880,oh phoebe great story,0,4,neutral,528,8
2881,tell getting iced tea,0,5,negative,528,9
2882,oh god get,0,0,negative,528,10
2883,get,0,0,negative,528,11
2884,get,0,0,negative,528,12
2885,get,0,0,negative,528,13
2886,god never uncomfortable entire life,1,3,positive,529,0
2887,oh know remember toward end,0,4,neutral,529,1
2888,oh phoebe great story,1,4,neutral,529,2
2889,tell getting iced tea,1,5,negative,529,3
2890,oh god get,1,0,negative,529,4
2891,get,1,0,negative,529,5
2892,get,1,0,negative,529,6
2893,get,1,0,negative,529,7
2894,oh phoebe great story,1,4,neutral,530,0
2895,tell getting iced tea,1,5,negative,530,1
2896,oh god get,1,0,negative,530,2
2897,get,1,0,negative,530,3
2898,get,1,0,negative,530,4
2899,get,1,0,negative,530,5
2900,let,0,4,neutral,530,6
2901,right know know yeah okay,0,3,positive,531,0
2902,oh gon na,1,2,negative,531,1
2903,watch,1,2,negative,531,2
2904,oh,1,4,neutral,531,3
2905,seriously watch,1,5,negative,531,4
2906,scared,1,2,negative,531,5
2907,terrified,0,2,negative,531,6
2908,umm listen something think know,1,4,neutral,532,1
2909,oh dating nurse,0,6,positive,532,2
2910,yeah joey already told fine,0,4,neutral,532,3
2911,mean nothing goofin around,0,4,neutral,532,4
2912,umm actually tell going get hey goofing around uh maybe,1,4,neutral,532,5
2913,fine maybe,0,3,positive,532,6
2914,well quite large throw away,0,2,negative,533,0
2915,threw sandwich away,1,2,negative,533,1
2916,sandwich,1,0,negative,533,2
2917,sandwich,1,0,negative,533,3
2918,matter pheebs,0,4,neutral,534,0
2919,cancelled namesake cancelled,1,0,negative,534,1
2920,yeah clamed go town suddenly,1,5,negative,534,3
2921,avoiding want tell father,1,5,negative,534,4
2922,know tell,1,5,negative,534,5
2923,yeah clamed go town suddenly,0,5,negative,535,0
2924,avoiding want tell father,0,5,negative,535,1
2925,know tell,0,5,negative,535,2
2926,aww pheebs suck,1,5,negative,535,3
2927,yeah well aww pheebs suck yet,0,5,negative,535,4
2928,yeah clamed go town suddenly,1,5,negative,536,0
2929,avoiding want tell father,1,5,negative,536,1
2930,know tell,1,5,negative,536,2
2931,yeah well aww pheebs suck yet,1,5,negative,536,3
2932,ya going,0,4,neutral,536,4
2933,well town got ta something house tell father,1,4,neutral,536,5
2934,yeah clamed go town suddenly,0,5,negative,537,0
2935,avoiding want tell father,0,5,negative,537,1
2936,know tell,0,5,negative,537,2
2937,well town got ta something house tell father,0,4,neutral,537,3
2938,uh pheebs people call breaking entering,1,2,negative,537,4
2939,well people,0,0,negative,537,5
2940,oh god,0,6,positive,538,0
2941,knew wow,1,6,positive,538,1
2942,wait puppy cute ugly,0,4,neutral,538,2
2943,ohh cute,1,3,positive,538,3
2944,well umm still mad,0,0,negative,538,4
2945,know mad,1,0,negative,538,5
2946,well umm wan na get something eat kinda hungry,0,4,neutral,538,6
2947,hey,1,6,positive,538,7
2948,right stop freak,0,5,negative,538,8
2949,ok,1,4,neutral,539,0
2950,like pulling,1,4,neutral,539,1
2951,really fast wound exposed,1,4,neutral,539,2
2952,janice hi janice ok go think go anymore janice,0,5,negative,539,3
2953,janice hi janice ok go think go anymore janice,0,5,negative,540,0
2954,right well go stop stop stop,1,0,negative,540,1
2955,oh god guy counter totally checking,1,6,positive,541,0
2956,really god really cute,0,6,positive,541,1
2957,go,1,4,neutral,541,2
2958,phoebe engaged,0,6,positive,541,3
2959,saying get number case,1,4,neutral,541,4
2960,chandler accident perform sexually would want take lover satisfy need longer fulfill,1,4,neutral,541,5
2961,op tell something flattered umm engaged,0,3,positive,541,6
2962,well embarrassed,0,1,negative,541,7
2963,really fun,1,3,positive,541,8
2964,hey,0,4,neutral,542,0
2965,chandler sensed,1,4,neutral,542,1
2966,unagi always aware,1,4,neutral,542,3
2967,okay aware unagi eel,0,3,positive,542,4
2968,figure make monica,0,4,neutral,542,6
2969,oh make one little joke,1,0,negative,542,7
2970,going crazy okay thing around look homemade,0,2,negative,542,8
2971,know,1,4,neutral,542,9
2972,love,1,4,neutral,542,10
2973,uh exact replica apollo,1,4,neutral,542,11
2974,made sixth grade,1,4,neutral,542,12
2975,yeah guess could use could say love sends moon,0,4,neutral,542,13
2976,except apollo actually land moon,1,4,neutral,542,14
2977,could write umm love let orbit moon twice return safely,1,3,positive,542,15
2978,wait minute give,0,4,neutral,542,16
2979,say captain ross side hate monica bottom,0,4,neutral,542,18
2980,oh oh believe clark stood,0,0,negative,543,0
2981,might still show,1,4,neutral,543,1
2982,oh stupid three hour,0,0,negative,543,2
2983,go happier thing okay umm tell lovely wedding,0,5,negative,543,4
2984,actually going family,1,4,neutral,544,0
2985,two think family oh ask something honest want sing,0,6,negative,544,1
2986,come come,1,4,neutral,545,0
2987,hey ross brought reinforcement,0,3,positive,545,1
2988,oh great brought joey,1,3,positive,545,2
2989,well brought next best thing,0,4,neutral,545,3
2990,whoa katie got ta tell ya think one much,1,6,positive,546,0
2991,ohh joey nicest friend,0,3,positive,546,1
2992,ohh nicest girlfriend,1,3,positive,546,2
2993,sweet,0,3,positive,546,3
2994,ohh sweet,1,3,positive,546,4
2995,oww joey kicked,0,6,negative,546,5
2996,oww joey kicked,1,6,negative,547,0
2997,huh,0,4,neutral,547,1
2998,well gon na something,1,4,neutral,547,2
2999,better something gon na walk door right well gon na,1,0,negative,547,4
3000,nah,0,4,neutral,547,5
3001,could pick hitchhiker could rape rapist killer something,1,2,negative,548,0
3002,think asked got,0,6,negative,548,1
3003,know talking go back sleep rapist,1,0,negative,548,2
3004,ooh play play,0,3,positive,548,4
3005,need sleep shh,1,0,negative,548,5
3006,know talking go back sleep rapist,1,0,negative,549,0
3007,like car game,1,4,neutral,549,2
3008,yeah know license plate game,0,4,neutral,549,3
3009,pheebs help pick engagement ring monica,0,4,neutral,550,0
3010,figure,0,0,negative,550,1
3011,hard,0,5,negative,550,2
3012,get tiffany cut princess cut,0,5,negative,550,3
3013,paper cut,0,5,negative,550,4
3014,told anyone else,1,4,neutral,550,5
3015,want tell anybody else want monica find,0,4,neutral,550,6
3016,told,1,6,positive,550,7
3017,well trust one best friend walked looking ring brochure,0,0,negative,550,8
3018,yeah well knocking pay wish toilet,1,6,positive,550,9
3019,hey,0,4,neutral,550,11
3020,hey chandler wan na go coffeehouse,1,3,positive,550,12
3021,oh right,0,4,neutral,550,13
3022,pheebs help pick engagement ring monica,0,4,neutral,551,0
3023,figure,0,0,negative,551,1
3024,hard,0,5,negative,551,2
3025,get tiffany cut princess cut,0,5,negative,551,3
3026,paper cut,0,5,negative,551,4
3027,hey,1,4,neutral,551,6
3028,hey,0,4,neutral,551,7
3029,pheebs help pick engagement ring monica,0,4,neutral,552,0
3030,figure,0,0,negative,552,1
3031,hard,0,5,negative,552,2
3032,get tiffany cut princess cut,0,5,negative,552,3
3033,paper cut,0,5,negative,552,4
3034,oh right,0,4,neutral,552,5
3035,oh perfect gon na see wanted go,1,4,neutral,552,6
3036,oh well,0,4,neutral,552,7
3037,rude,1,1,negative,552,8
3038,rude,1,1,negative,553,0
3039,oh sorry wan na bite,0,6,positive,553,1
3040,stripper stole ring stripper stole ring chandler chandler get get stripper stole ring,1,6,negative,554,0
3041,ring gone,1,6,negative,554,2
3042,ugh,0,1,negative,554,3
3043,sec give minute wake,0,4,neutral,554,4
3044,lost ring,0,3,positive,554,5
3045,worst best man ever,0,0,negative,554,6
3046,dude funny,1,0,negative,554,7
3047,gon na,1,2,negative,554,8
3048,go bed last night everything cool,1,3,positive,554,9
3049,wake morning stripper gone ring gone,1,2,negative,554,10
3050,slept stripper,0,6,negative,554,11
3051,course,1,2,negative,554,12
3052,difference make,1,0,negative,555,0
3053,well paste match pant make pair paste pant wo know difference,0,0,negative,555,1
3054,dude gon na,1,2,negative,555,2
3055,uh rachel good luck man let know work,0,0,negative,555,3
3056,well paste match pant make pair paste pant wo know difference,0,0,negative,556,0
3057,joey minute,1,4,neutral,556,1
3058,uh rachel good luck man let know work,0,0,negative,556,2
3059,oh joey problem,1,2,negative,556,3
3060,oh well timing could better putting fire place,0,4,neutral,556,4
3061,okay okay okay joey,1,4,neutral,556,5
3062,oh god huge promise tell anyone,1,6,positive,556,7
3063,oh want know,0,2,negative,556,8
3064,yes yes yes want know unbelievable,1,0,negative,556,9
3065,care rach look tired guy know secret ca tell anyone,0,1,negative,556,10
3066,secret know secret,1,6,positive,556,11
3067,supposed gossiping,0,1,negative,556,12
3068,know know ca keep one pick phone,1,2,negative,556,13
3069,listening,0,0,negative,556,14
3070,joey minute,0,4,neutral,557,0
3071,dude gon na,1,2,negative,557,1
3072,oh yay look piece floor,1,3,positive,558,0
3073,hey come,1,0,negative,558,1
3074,right havin,0,4,neutral,558,2
3075,uhh believe crazy diet know everything moderation,0,4,neutral,559,0
3076,take go kid,0,4,neutral,559,1
3077,oh know wanted ask show year ago killed happened,1,4,neutral,559,2
3078,stupid said stuff interview said,0,0,negative,559,3
3079,believe gon na happen today,0,4,neutral,559,4
3080,understood say back,1,4,neutral,559,5
3081,well said,0,4,neutral,559,6
3082,ha,1,4,neutral,560,0
3083,like drum,0,3,positive,560,1
3084,great,0,3,positive,560,2
3085,know worried know would maybe unbearable living situation,0,4,neutral,560,3
3086,right okay well apparently,0,5,negative,560,4
3087,yay,0,3,positive,560,5
3088,like drum,1,3,positive,561,0
3089,great,1,3,positive,561,1
3090,know worried know would maybe unbearable living situation,1,4,neutral,561,2
3091,right okay well apparently,1,5,negative,561,3
3092,yay,1,3,positive,561,4
3093,pheebs check already learned song ready one two three four,0,4,neutral,561,5
3094,tequila,0,3,positive,561,6
3095,fun,1,3,positive,561,7
3096,treeger made cry,0,6,negative,562,0
3097,yes said really mean thing partly true,1,5,negative,562,1
3098,gon na go teach guy lesson,0,0,negative,562,2
3099,easy say almost killed,1,0,negative,562,3
3100,right school session,0,4,neutral,562,4
3101,gon na go teach guy lesson,0,0,negative,563,0
3102,joey please think best forget,1,2,negative,563,1
3103,right school session,0,4,neutral,563,2
3104,god gym card,1,6,positive,563,3
3105,joey please think best forget,0,2,negative,564,0
3106,easy say almost killed,1,0,negative,564,1
3107,god gym card,1,6,positive,565,0
3108,oh yeah gym member try go four time week missed last time,0,4,neutral,565,1
3109,oh yeah gym member try go four time week missed last time,0,4,neutral,566,0
3110,quit,1,4,neutral,566,1
3111,think tried think,0,3,positive,566,2
3112,maria,1,4,neutral,566,3
3113,oh maria say like lycra spandex covered,0,3,positive,566,4
3114,need go hold hand,1,4,neutral,566,5
3115,strong enough face,1,4,neutral,566,7
3116,oh come,0,2,negative,566,8
3117,pheebs think anyone mad,1,4,neutral,567,0
3118,exactly past,0,0,negative,567,1
3119,exactly past,1,0,negative,568,0
3120,anybody gon na eat,0,4,neutral,568,1
3121,pheebs,0,3,positive,569,0
3122,hey,1,3,positive,569,1
3123,listen know uh wearing pant lean forward check underwear,0,4,neutral,569,2
3124,yeah,1,4,neutral,569,3
3125,well jake saw wearing woman underwear,0,6,negative,569,4
3126,know mine,1,4,neutral,569,5
3127,oh wait weird,0,1,negative,569,6
3128,goofing around dared try,1,4,neutral,569,7
3129,weird,0,1,negative,569,8
3130,wearing brief right,1,4,neutral,569,9
3131,hot,0,6,positive,569,10
3132,think little flap great holding lipstick,1,3,positive,570,0
3133,yeah know,0,4,neutral,570,1
3134,know jake say woman underwear actually comfortable love way silk feel skin,1,3,positive,570,2
3135,yeah well next thing know telling high heel good posture,0,1,negative,571,0
3136,nothing wrong jake okay man thinking even,1,4,neutral,571,1
3137,oh yeah looked like real lumberjack pink lacys,0,1,negative,571,2
3138,saying man completely secure masculinity could walk around woman underwear,1,4,neutral,571,3
3139,think could ever,1,4,neutral,571,4
3140,hey,0,4,neutral,571,5
3141,okay whatever,1,1,negative,571,6
3142,lust flesh,0,4,neutral,572,0
3143,know cowboy theme,0,4,neutral,572,2
3144,hey uh okay come,0,4,neutral,573,0
3145,course oh joey ring beautiful love,1,3,positive,573,1
3146,yeah uh look rach something got ta tell ya,0,4,neutral,573,2
3147,hey,1,3,positive,573,3
3148,yowza,0,0,negative,573,4
3149,okay sweetie open put mouth,1,4,neutral,573,5
3150,dear lord,0,6,negative,573,6
3151,sorry honey saying,1,4,neutral,573,7
3152,oh yeah think,0,4,neutral,573,8
3153,think nipple big mouth,1,4,neutral,573,9
3154,look scared,1,4,neutral,573,10
3155,look scared,1,4,neutral,573,11
3156,know really know,0,4,neutral,573,12
3157,hey,1,3,positive,574,0
3158,hey ready try nursing,0,4,neutral,574,1
3159,yeah hi emma hey think take breast,1,4,neutral,574,2
3160,right honey take baby get worry happen,0,4,neutral,574,3
3161,think nipple big mouth,1,4,neutral,574,4
3162,look scared,1,4,neutral,574,5
3163,look scared,1,4,neutral,574,6
3164,right honey take baby get worry happen,1,4,neutral,575,0
3165,yowza,0,0,negative,575,1
3166,see nipple shirt,0,4,neutral,576,0
3167,worry sure still,1,4,neutral,576,1
3168,worry sure still,1,4,neutral,577,0
3169,going,0,4,neutral,577,1
3170,going,1,4,neutral,578,0
3171,well appointment see robert pillman career counselor added,0,4,neutral,578,1
3172,actually tomorrow night kinda depends tonight go,1,4,neutral,579,0
3173,oh uh listen tonight,0,5,negative,579,1
3174,dare bail,1,0,negative,579,2
3175,reason goin said could bring friend friend,1,4,neutral,579,3
3176,yes know friend sound like,0,0,negative,579,4
3177,pathetic mess,1,4,neutral,579,5
3178,know come man needy vulnerable,1,4,neutral,579,6
3179,thinkin,1,3,positive,579,7
3180,thanks,1,4,neutral,579,8
3181,look woman since janice,1,4,neutral,579,9
3182,doin,1,4,neutral,579,10
3183,dare bail,0,0,negative,580,0
3184,reason goin said could bring friend friend,0,4,neutral,580,1
3185,pathetic mess,0,4,neutral,580,2
3186,know come man needy vulnerable,0,4,neutral,580,3
3187,thinkin,0,3,positive,580,4
3188,thanks,0,4,neutral,580,5
3189,look woman since janice,0,4,neutral,580,6
3190,doin,0,4,neutral,580,7
3191,hi said yes,1,4,neutral,580,8
3192,hi said yes,1,4,neutral,581,0
3193,yes way go man still got egg huh,0,3,positive,581,1
3194,happy birthday,1,3,positive,582,0
3195,paying,0,4,neutral,582,1
3196,birthday,1,6,positive,582,2
3197,sung happy birthday different woman today,0,6,negative,582,3
3198,really,1,4,neutral,582,4
3199,longer authorized distribute birthday muffin,0,4,neutral,582,5
3200,damnit,1,0,negative,582,6
3201,damnit,0,0,negative,583,0
3202,rach hi,1,3,positive,583,1
3203,oh wow,1,6,positive,583,2
3204,mean wow,1,6,positive,583,3
3205,mean think cute would never thought going never,1,4,neutral,583,4
3206,say much bigger person,1,4,neutral,583,5
3207,mean know wish brother reciprocate,1,4,neutral,583,6
3208,hey ever want go monica blessing,1,4,neutral,583,7
3209,mine,0,3,positive,583,8
3210,rach hi,1,3,positive,584,0
3211,hi,0,3,positive,584,1
3212,tell sister ask,1,4,neutral,584,2
3213,well yeah,0,4,neutral,584,3
3214,oh wow,1,6,positive,584,4
3215,mean wow,1,6,positive,584,5
3216,mean think cute would never thought going never,1,4,neutral,584,6
3217,really,0,6,positive,584,7
3218,yeah said okay figured,1,3,positive,584,8
3219,oh really never,0,4,neutral,584,9
3220,say much bigger person,1,4,neutral,584,10
3221,mean know wish brother reciprocate,1,4,neutral,584,11
3222,hey ever want go monica blessing,1,4,neutral,584,12
3223,let hang please talk,1,2,negative,585,0
3224,one thing today guess could push back,0,4,neutral,585,1
3225,yeah want kill,1,5,negative,585,2
3226,uh working ten year meaningless job nobody even know exist,0,5,negative,585,3
