,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
1720,You’re right.,Rachel,4,neutral,289,10
1721,Y’know what?,Rachel,4,neutral,289,11
1722,I’m asking you to do me a favor.,Ross,4,neutral,289,12
1723,You are asking me to be your wife!,Rachel,0,negative,289,13
1724,And as my wife I think you should grant me this favor.,Ross,4,neutral,289,14
1725,Oh my God!,Monica,6,negative,290,0
1726,"I know, I know, I'm such an idiot.",Paul,3,positive,290,1
1727,"My brother's going through that right now, he's such a mess. How did you get through it?",Monica,4,neutral,290,2
1728,"Well, you might try accidentally breaking something valuable of hers, say her-",Paul,4,neutral,290,3
1729,-leg?,Monica,4,neutral,290,4
1730,"That's one way! Me, I- I went for the watch.",Paul,4,neutral,290,5
1731,You actually broke her watch?,Monica,6,positive,290,6
1732,You actually broke her watch?,Monica,6,positive,291,0
1733,"Barry, I'm sorry...",Rachel,5,negative,291,1
1734,I am so sorry...,Rachel,5,negative,291,2
1735,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",Rachel,5,negative,291,3
1736,"No real-, honey, really it’s fine, just g-go with Susan.",Ross,4,neutral,292,0
1737,"Really, I, no, I think girls night out is a great idea.",Ross,3,positive,292,1
1738,"Okay, okay, bye",Ross,4,neutral,292,2
1739,So what are they doing?,Phoebe,4,neutral,292,3
1740,"I don’t know, something girlie.",Ross,3,positive,292,4
1741,"Hey, you’re early.",Phoebe,4,neutral,292,5
1742,"Hey, you’re early.",Phoebe,4,neutral,293,0
1743,What are you doing with the lamp?,Monica,6,positive,293,1
1744,I’m just taking it to be re-wired.,Phoebe,4,neutral,293,2
1745,"Oh, well don’t take it to the same place you took the stereo, ‘cause they’ve had that thing for over a week.",Monica,1,negative,293,3
1746,"No, no, Mr. Heckles no one is making any noise up here.",Phoebe,4,neutral,293,4
1747,"No, no, Mr. Heckles no one is making any noise up here.",Phoebe,4,neutral,294,0
1748,You’re disturbing my oboe practice.,Mr. Heckles,0,negative,294,1
1749,You don’t play the oboe!,Phoebe,0,negative,294,2
1750,I could play the oboe!,Mr. Heckles,0,negative,294,3
1751,Ohhh! That is soo sweet!,Rachel,3,positive,295,0
1752,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,3,positive,295,1
1753,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,3,positive,296,0
1754,"All right that's, that's it!! Get off her!",Ross,0,negative,296,1
1755,What is going on?,Mark,6,negative,296,2
1756,What's going on?!  That's what's going on!!,Ross,0,negative,296,3
1757,I have been down in your store for twenty minutes trying to get a tie!,Ross,0,negative,296,4
1758,What do I have to do to get some service?!,Ross,0,negative,296,5
1759,Hi Rach.,Ross,4,neutral,296,6
1760,What's going on?!  That's what's going on!!,Ross,0,negative,297,0
1761,Ross!,Rachel,6,negative,297,1
1762,I have been down in your store for twenty minutes trying to get a tie!,Ross,0,negative,297,2
1763,What do I have to do to get some service?!,Ross,0,negative,297,3
1764,Hi Rach.,Ross,4,neutral,297,4
1765,Ross?,Mona,4,neutral,298,0
1766,Yeah?,Ross,4,neutral,298,1
1767,Hey it’s Mona! From the wedding.,Mona,3,positive,298,2
1768,Oh hi!,Ross,3,positive,298,3
1769,Hi!,Mona,3,positive,298,4
1770,Wow! Uh…how are you?,Ross,6,positive,298,5
1771,"I’m good except umm, you still owe me a dance.",Mona,4,neutral,298,6
1772,"Oh that’s right. Well uh, would you be interested in seeing a Ukrainian film?",Ross,3,positive,298,7
1773,Oh you’re serious. Sure!,Mona,6,positive,298,8
1774,Great! Well umm,Ross,3,positive,298,9
1775,I think I might need one more cup of coffee.,Mona,4,neutral,298,10
1776,"Sure! Uh, let me get it for ya.",Ross,4,neutral,298,11
1777,Okay.,Mona,4,neutral,298,12
1778,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,5,negative,299,0
1779,Go!,Phoebe,0,negative,299,1
1780,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",Rachel,6,negative,299,2
1781,"I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.",Phoebe,0,negative,299,3
1782,I believe this belongs to the father of your baby.,Phoebe,4,neutral,299,4
1783,"Oh God… Oh, he’s in there right now?",Rachel,6,negative,299,5
1784,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,Phoebe,4,neutral,299,6
1785,"Uh, let’s rip!",Rachel,2,negative,299,7
1786,Really? Are you sure?,Phoebe,6,negative,299,8
1787,Oh Phoebe!,Rachel,3,positive,299,9
1788,"Okay, sorry. Yeah.",Phoebe,4,neutral,299,10
1789,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,5,negative,300,0
1790,Go!,Phoebe,0,negative,300,1
1791,"I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.",Phoebe,0,negative,300,2
1792,I believe this belongs to the father of your baby.,Phoebe,4,neutral,300,3
1793,"Okay, sorry. Yeah.",Phoebe,4,neutral,300,4
1794,Hey Rach.,Tag,4,neutral,300,5
1795,"Hey, thank you so much for these tickets, Chandler.",Phoebe,3,positive,301,0
1796,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,3,positive,301,1
1797,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,3,positive,302,0
1798,"Oh, you're so wonderful.",Monica,3,positive,302,1
1799,"It can’t be me, I’m standing right here.",Joey,4,neutral,303,0
1800,Wanna peek?,Mr. Geller,4,neutral,303,1
1801,Come on!,Mr. Geller,6,positive,303,2
1802,We’re not peeking?,Joey,5,negative,303,3
1803,Well I’m peeking.  Oh my God!,Mr. Geller,6,negative,303,4
1804,Wanna peek?,Mr. Geller,4,neutral,304,0
1805,No!,Ross,1,negative,304,1
1806,Come on!,Mr. Geller,6,positive,304,2
1807,Well I’m peeking.  Oh my God!,Mr. Geller,6,negative,305,0
1808,"Hello sir, you know Monica.",Chandler,4,neutral,305,1
1809,Chandler is fantastic!!,Joanna,3,positive,306,0
1810,What?!,Rachel,6,positive,306,1
1811,Y’know how people just click?,Joanna,3,positive,306,2
1812,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,3,positive,306,3
1813,Did he tell you?,Joanna,6,positive,306,4
1814,"Oh, and he’s got such a good heart! Doesn’t he have a good heart?",Joanna,3,positive,306,5
1815,"Oh, I know...",Rachel,3,positive,306,6
1816,"Oh, I know and he’s soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,3,positive,306,7
1817,Y’know how people just click?,Joanna,3,positive,307,0
1818,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,3,positive,307,1
1819,Did he tell you?,Joanna,6,positive,307,2
1820,"Oh, and he’s got such a good heart! Doesn’t he have a good heart?",Joanna,3,positive,307,3
1821,"Oh, I know and he’s soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,3,positive,307,4
1822,Isn’t this great?!,Sophie,3,positive,307,5
1823,Don’t spoil it.,Joanna,4,neutral,307,6
1824,Hi.,Ross,4,neutral,308,0
1825,"Hi, sweetie!",Rachel,3,positive,308,1
1826,Hello.,Ross,4,neutral,308,2
1827,"Yeah, huh.",Ross,4,neutral,308,3
1828,I?ve got some bad news.,Rachel,5,negative,308,4
1829,What?,Ross,2,negative,308,5
1830,"I can get a quick bite to eat, but then I have to come back up here.",Rachel,4,neutral,308,6
1831,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,5,negative,308,7
1832,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,3,positive,308,8
1833,"Nooo, he?s leaving for a better job.",Rachel,4,neutral,308,9
1834,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,3,positive,308,10
1835,Okay.,Ross,4,neutral,308,11
1836,Well we?re gonna miss you around here.,Rachel,5,negative,308,12
1837,Hello.,Ross,4,neutral,309,0
1838,"Hi, Ross.",Mark,4,neutral,309,1
1839,"Yeah, huh.",Ross,4,neutral,309,2
1840,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",Ross,5,negative,309,3
1841,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",Ross,3,positive,309,4
1842,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",Ross,3,positive,309,5
1843,"Okay, then.",Mark,4,neutral,309,6
1844,Okay.,Ross,4,neutral,309,7
1845,"Yeah, me too.",Mark,5,negative,309,8
1846,"So, see ya on Saturday.",Mark,4,neutral,309,9
1847,Well we?re gonna miss you around here.,Rachel,5,negative,310,0
1848,"Yeah, me too.",Mark,5,negative,310,1
1849,"So, see ya on Saturday.",Mark,4,neutral,310,2
1850,"Yeah, you bet.",Rachel,4,neutral,310,3
1851,Whazzup??,Ross,4,neutral,311,0
1852,"Seriously dude, 3 years ago.",Chandler,3,positive,311,1
1853,"Listen, can you do me a favor?",Ross,4,neutral,311,2
1854,I'm gonna be out today.,Ross,4,neutral,311,3
1855,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",Ross,4,neutral,311,4
1856,You don't trust him?,Chandler,6,positive,311,5
1857,I think the check in is that way.,Ross,4,neutral,312,0
1858,Ahh.,Rachel,4,neutral,312,1
1859,"Monica face it, Chandler is against marriage. And-and always will be!",Joey,4,neutral,313,0
1860,Well there’s some people who do want to marry me.,Monica,0,negative,313,1
1861,There are?,Joey,6,positive,313,2
1862,Yeah! Richard!,Monica,0,negative,313,3
1863,R-R-Richard said he wants to marry you?!  And-and Chandler’s tellin’ ya how much he hates marriage?!,Joey,6,negative,313,4
1864,That’s right.,Monica,4,neutral,313,5
1865,Chandler,Joey,4,neutral,313,6
1866,You just told me that he hates marriage!,Monica,6,negative,313,7
1867,That-that he’s a-a complex fellow who’s unlikely to take a wife!,Monica,0,negative,313,8
1868,That-that he’s against marriage and always will be!,Monica,0,negative,313,9
1869,You got,Joey,4,neutral,313,10
1870,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",Ross,2,negative,314,0
1871,I knew.,Rachel,4,neutral,314,1
1872,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,Ross,6,positive,314,2
1873,I did.,Rachel,4,neutral,314,3
1874,Oh.,Ross,5,negative,314,4
1875,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here?but do you think it would be okay if I asked you out?",Ross,2,negative,314,5
1876,Sometime?,Ross,4,neutral,314,6
1877,Maybe?,Ross,4,neutral,314,7
1878,"Yeah, maybe...",Rachel,3,positive,314,8
1879,"Okay... okay, maybe I will...",Ross,3,positive,314,9
1880,"Well, I just thought it’d make me feel good to do something nice for my friend.",Chandler,4,neutral,315,0
1881,"Well, you’re amazing.",Joey,3,positive,315,1
1882,Oh no-no-no.,Chandler,4,neutral,315,2
1883,"A TV as if it appears from nowhere! That’s the dream! Man, how did you afford this stuff?",Joey,6,positive,315,3
1884,"Well, y’know I’m 29. I mean who needs a savings account.",Chandler,4,neutral,315,4
1885,"Oh, you are the best friends anyone has ever had.",Joey,3,positive,315,5
1886,"Oh, I don’t know.",Chandler,2,negative,315,6
1887,"Oh-no-no-no, you are!",Joey,3,positive,315,7
1888,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I’m gonna do that.",Joey,3,positive,315,8
1889,You mean with Casey.,Chandler,4,neutral,315,9
1890,"No-no-no, I think I’m gonna see how things go with Kathy. She’s pretty cool.",Joey,4,neutral,315,10
1891,Or Casey.,Chandler,4,neutral,315,11
1892,"No-no, Kathy.",Joey,4,neutral,315,12
1893,Could be Casey.,Chandler,4,neutral,315,13
1894,"No. No, Kathy.",Joey,4,neutral,315,14
1895,Consider Casey.,Chandler,4,neutral,315,15
1896,I think somebody’s got a little crush on Casey.,Joey,3,positive,315,16
1897,How ‘bout I fix you two up?,Joey,3,positive,315,17
1898,What do you think?,Joey,3,positive,315,18
1899,That all the pieces of my life are falling right into place!,Chandler,3,positive,315,19
1900,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Chandler,4,neutral,316,0
1901,"Honey, what’s the matter?",Monica,4,neutral,316,1
1902,I just saw Janice.,Chandler,4,neutral,316,2
1903,"‘Cause every time I see your face, I can’t help but fall from grace. I know.....",Singer,3,positive,317,0
1904,Wow! This girl is good.,Joey,6,positive,317,1
1905,"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",Singer,4,neutral,317,2
1906,"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",Singer,4,neutral,317,3
1907,Wow! This girl is good.,Joey,6,positive,318,0
1908,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,0,negative,318,1
1909,Say you'll stay beside me,Joey,5,negative,318,2
1910,"Okay, see, see, everyone else is happy she’s done.",Phoebe,0,negative,318,3
1911,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",Phoebe,0,negative,319,0
1912,I like her.,Chandler,4,neutral,319,1
1913,Why? Because she can sing and play guitar and do both at the same time?,Phoebe,4,neutral,319,2
1914,"Well, that’s pretty much all I’m looking for from these people.",Chandler,4,neutral,319,3
1915,"Well, that’s pretty much all I’m looking for from these people.",Chandler,4,neutral,320,0
1916,Look at you. All jealous.,Monica,0,negative,320,1
1917,Look at you. All jealous.,Monica,0,negative,321,0
1918,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",Ross,4,neutral,321,1
1919,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",Ross,4,neutral,322,0
1920,Say you'll stay beside me,Joey,5,negative,322,1
1921,"Okay, see, see, everyone else is happy she’s done.",Phoebe,0,negative,323,0
1922,"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",Singer,4,neutral,323,1
1923,"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",Singer,4,neutral,323,2
1924,"Oh no, one of those ‘look for the hidden meaning’ songs.",Phoebe,4,neutral,323,3
1925,"Yes, hello.",Ross,4,neutral,324,0
1926,I have a question.,Ross,4,neutral,324,1
1927,"Umm, I used your pen to draw on my friend's face.",Ross,4,neutral,324,2
1928,A beard and a moustache.,Ross,4,neutral,324,3
1929,Thank you.,Ross,4,neutral,324,4
1930,"No,",Ross,4,neutral,324,5
1931,What?! What else did he say?,Rachel,6,negative,324,6
1932,"Umm, he said he thought I was funny.",Ross,4,neutral,324,7
1933,"So… Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",Ross,4,neutral,324,8
1934,"Ross, no! There is",Rachel,0,negative,324,9
1935,"Oh, come on! Rach, it's-it's not that bad.",Ross,4,neutral,324,10
1936,"Ross, I am a human doodle!!",Rachel,0,negative,324,11
1937,"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",Ross,4,neutral,324,12
1938,"And besides, hey-hey-hey no one is even gonna",Ross,4,neutral,324,13
1939,"Okay, there was",Ross,4,neutral,324,14
1940,Come on!,Ross,3,positive,325,0
1941,"Oh wait, don’t you have to pay for your,  Busty Ladies?",Rachel,3,positive,325,1
1942,"No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t",Ross,4,neutral,325,2
1943,Oh my God!!! What are you doing?!!,Monica,6,negative,326,0
1944,"You said, you wanna come in for some lemonade?",Joey,4,neutral,326,1
1945,So?!,Monica,1,negative,326,2
1946,"Whoa, ah!! We’re you just gonna give me some lemonade?",Joey,6,negative,326,3
1947,Yeah huh!! Cover yourself up!,Monica,1,negative,326,4
1948,"Oh right, right.",Joey,4,neutral,326,5
1949,"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,1,negative,326,6
1950,Well usually...yeah!,Joey,6,positive,326,7
1951,"Well, not just lemonade, iced tea, sometimes juice.",Joey,4,neutral,326,8
1952,"Well, sorry, I just, I thought you liked me.",Joey,4,neutral,326,9
1953,I’m such a jerk.,Joey,5,negative,326,10
1954,"It’s okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",Monica,4,neutral,326,11
1955,Hmmm... this is so nice.,Rachel,3,positive,327,0
1956,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",Ross,4,neutral,327,1
1957,OK.,Rachel,4,neutral,327,2
1958,"OK. Here goes. For a while now, I've been wanting to, um....",Ross,4,neutral,327,3
1959,Ohhh!!!!,Rachel,6,positive,327,4
1960,"Yes, yes, that's right...",Ross,4,neutral,327,5
1961,"Oh, look at the little cat!",Rachel,6,positive,327,6
1962,What?  Ow!,Ross,6,negative,327,7
1963,"Well, I was probably going to do it at some point.",David,4,neutral,328,0
1964,I didn't mean,Chandler,4,neutral,328,1
1965,It's brilliant!,David,3,positive,328,2
1966,"Goodbye Mike, we'll see you at the wedding, fella!",David,3,positive,328,3
1967,"well, we probably won't invite you to the wedding...",David,4,neutral,328,4
1968,"Thank you, Chandler.",David,4,neutral,328,5
1969,Sincerely.,David,4,neutral,328,6
1970,"Well, you're welcome! Glad I could help.",Chandler,3,positive,328,7
1971,"David, I'm pretending to",Chandler,4,neutral,328,8
1972,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can’t win if you don’t ask any",Phoebe,3,positive,329,0
1973,What?!,Joey,6,negative,329,1
1974,"Well, you promised me a fun road trip!",Phoebe,3,positive,329,2
1975,We’ve been on the road six hours and you’ve been asleep for five and a half!,Phoebe,0,negative,329,3
1976,We are switching at the next rest stop and,Phoebe,0,negative,329,4
1977,All right. All right.,Joey,4,neutral,329,5
1978,Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,Phoebe,0,negative,329,6
1979,Really? I don’t,Joey,6,negative,329,7
1980,Sing!!,Phoebe,0,negative,329,8
1981,"Well, you promised me a fun road trip!",Phoebe,3,positive,330,0
1982,We’ve been on the road six hours and you’ve been asleep for five and a half!,Phoebe,0,negative,330,1
1983,We are switching at the next rest stop and,Phoebe,0,negative,330,2
1984,Sing!!,Phoebe,0,negative,330,3
1985,Morning!,Hitchhiker,3,positive,330,4
1986,Everything was delicious!,1st Customer,3,positive,331,0
1987,Thank you!,Monica,3,positive,331,1
1988,Thank you!,Monica,3,positive,332,0
1989,It was. The duck in particular was superb.,2nd Customer,3,positive,332,1
1990,Thank you!    You haven't said anything...,Monica,3,positive,332,2
1991,Thank you!    You haven't said anything...,Monica,3,positive,333,0
1992,Actually I do have one small complaint.,3rd Customer,4,neutral,333,1
1993,Oh..please!I-I welcome criticism.,Monica,4,neutral,333,2
1994,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,5,negative,333,3
1995,What musician?,Monica,6,positive,333,4
1996,We did?,Joey,4,neutral,334,0
1997,You owe me 20 bucks.,Monica,3,positive,334,1
1998,You owe me 20 bucks.,Monica,3,positive,335,0
1999,Thank you. Thank you so much!,Rachel,3,positive,335,1
2000,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,4,neutral,335,2
2001,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,6,negative,335,3
2002,"What, what, what is it with you and this holiday?",Rachel,0,negative,335,4
2003,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,6,negative,336,0
2004,"What, what, what is it with you and this holiday?",Rachel,0,negative,336,1
2005,"All right, I'm nine years old.",Chandler,4,neutral,336,2
2006,We just finished this magnificent Thanksgiving dinner.,Chandler,4,neutral,336,3
2007,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,5,negative,336,4
2008,Oh my god.,Rachel,6,negative,336,5
2009,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,5,negative,336,6
2010,"All right, I'm nine years old.",Chandler,4,neutral,337,0
2011,"Oh, I hate this story.",Ross,5,negative,337,1
2012,We just finished this magnificent Thanksgiving dinner.,Chandler,4,neutral,337,2
2013,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,5,negative,337,3
2014,"Hey, who's this little naked guy?",Rachel,6,positive,338,0
2015,That little naked guy would be me.,Ross,4,neutral,338,1
2016,"Aww, look at the little thing.",Rachel,6,positive,338,2
2017,"Aww, look at the little thing.",Rachel,6,positive,339,0
2018,Who are those people?,Chandler,6,positive,339,1
2019,Who are those people?,Chandler,6,positive,340,0
2020,Got me.,Ross,6,positive,340,1
2021,Got me.,Ross,6,positive,341,0
2022,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,4,neutral,341,1
2023,"Let's see, 1939... yeah, 24, 25?",Monica,4,neutral,341,2
2024,Looks like a fun gang.,Ross,4,neutral,341,3
2025,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,4,neutral,342,0
2026,"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,6,positive,342,1
2027,"Let's see, 1939... yeah, 24, 25?",Monica,4,neutral,342,2
2028,Looks like a fun gang.,Ross,4,neutral,343,0
2029,"Ooh, look-look-look-look-look! I got Monica naked!",Joey,3,positive,343,1
2030,"So, what’s this about?",Tag,3,positive,344,0
2031,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,4,neutral,344,1
2032,No.  This is my red sweater.,Tag,4,neutral,344,2
2033,Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,Phoebe,2,negative,344,3
2034,What’s going on Rach?,Tag,3,positive,344,4
2035,"Y’know, I’m actually glad Phoebe called.",Tag,3,positive,344,5
2036,"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",Tag,3,positive,344,6
2037,What’s going on Rach?,Tag,3,positive,345,0
2038,"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,2,negative,345,1
2039,"Y’know, I’m actually glad Phoebe called.",Tag,3,positive,345,2
2040,"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",Tag,3,positive,345,3
2041,"Oh, it’s just not the right time.",Rachel,5,negative,345,4
2042,It is the right time.,Tag,3,positive,345,5
2043,Okay.,Rachel,4,neutral,345,6
2044,‘Kay!,Joey,3,positive,346,0
2045,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,The Presenter,4,neutral,346,1
2046,What the?!,Joey,6,negative,346,2
2047,Yeah.,Rachel,4,neutral,347,0
2048,"You’re an Aquarius, huh?",Policeman,4,neutral,347,1
2049,I bet you’re a Gemini.,Rachel,4,neutral,347,2
2050,Nope.,Policeman,4,neutral,347,3
2051,Taurus?,Rachel,4,neutral,347,4
2052,Nope.,Policeman,4,neutral,347,5
2053,Virgo?,Rachel,4,neutral,347,6
2054,Nope.,Policeman,4,neutral,347,7
2055,Sagittarius?,Rachel,4,neutral,347,8
2056,Yep.,Policeman,4,neutral,347,9
2057,"I knew it! I knew it, ahh….",Rachel,3,positive,347,10
2058,You’re not gonna speed anymore right?,Policeman,4,neutral,347,11
2059,I won’t speed.,Rachel,4,neutral,347,12
2060,And you promise you’ll get this taken care of right away?,Policeman,4,neutral,347,13
2061,I promise.,Rachel,4,neutral,347,14
2062,And in the meantime you better let him drive. Does he have a license?,Policeman,4,neutral,347,15
2063,Yeah!,Rachel,4,neutral,347,16
2064,Can he handle the stick?,Policeman,4,neutral,347,17
2065,Oh well,Rachel,4,neutral,347,18
2066,Oh well,Rachel,4,neutral,348,0
2067,I can handle the stick!!,Ross,0,negative,348,1
2068,Hey!,Monica,3,positive,349,0
2069,I can’t believe this is taking so long. How are you doing?,Monica,5,negative,349,1
2070,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,Rachel,5,negative,349,2
2071,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,Rachel,5,negative,350,0
2072,Weirdest thing. Did I hear??Mother of God it’s true!,Chandler,6,negative,350,1
2073,Weirdest thing. Did I hear??Mother of God it’s true!,Chandler,6,negative,351,0
2074,Chandler Bing!,Janice,6,positive,351,1
2075,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,4,neutral,351,2
2076,Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?,Chandler,6,positive,351,3
2077,It’s you. This is yours.,Janice,4,neutral,351,4
2078,What?!,Chandler,6,negative,351,5
2079,Look how nervous he gets! We haven’t slept together in years!,Janice,3,positive,351,6
2080,That’s funny. Does it-does it hurt? Does the labor hurt?,Chandler,2,negative,351,7
2081,Chandler Bing!,Janice,6,positive,352,0
2082,Janice,Joey,6,positive,352,1
2083,Janice,Joey,6,positive,353,0
2084,"Not just Janice, Janice in labor, contracting and everything.",Ross,3,positive,353,1
2085,"Not just Janice, Janice in labor, contracting and everything.",Ross,3,positive,354,0
2086,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,4,neutral,354,1
2087,"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,0,negative,355,0
2088,"Y’know, y’know I’m lookin’ and I don’t think anyone’s home here.",Ross,4,neutral,355,1
2089,"I say we just break the window, crawl through, and-and y’know explain later.",Ross,4,neutral,355,2
2090,Yeah? Really? No one’s home?,Joey,6,positive,355,3
2091,I don’t think so. Hello?  When you get in there,Ross,4,neutral,355,4
2092,"Hey, what's up?",Monica,4,neutral,356,0
2093,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,5,negative,356,1
2094,"Oh, honey, I'm sorry.",Monica,5,negative,356,2
2095,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,0,negative,356,3
2096,You had no relationship!!,Monica,0,negative,356,4
2097,"No, but I was doing my thing and everything was going according to the plan!",Rachel,0,negative,356,5
2098,"Oh God, stop with the plan!",Monica,0,negative,356,6
2099,"So what, so what you saw him with a girl?",Monica,4,neutral,356,7
2100,Who cares?!,Monica,0,negative,356,8
2101,That doesn't mean anything!,Monica,0,negative,356,9
2102,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",Monica,4,neutral,356,10
2103,She was kinda stupid.,Rachel,4,neutral,356,11
2104,You're right.,Rachel,4,neutral,356,12
2105,"All right, I'm just gonna go on the date.",Rachel,4,neutral,356,13
2106,I'm gonna go on the date.,Rachel,4,neutral,356,14
2107,That is the new plan.,Rachel,4,neutral,356,15
2108,Hi.,Phoebe,4,neutral,357,0
2109,Phoebe!,Duncan,6,positive,357,1
2110,Ta-da.,Phoebe,3,positive,357,2
2111,Hey.,Duncan,4,neutral,357,3
2112,Hi.,Phoebe,4,neutral,357,4
2113,"Ahh, look at you, you look great.",Duncan,3,positive,357,5
2114,"Do I? Thank you, so do you.",Phoebe,4,neutral,357,6
2115,Thanks.,Duncan,4,neutral,357,7
2116,Sparkly.,Phoebe,4,neutral,357,8
2117,"So, wow, this is pretty wonerful, huh.",Phoebe,3,positive,357,9
2118,Mr. major capades guy.,Phoebe,4,neutral,357,10
2119,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",Phoebe,4,neutral,357,11
2120,You always said I'd make it.,Duncan,3,positive,357,12
2121,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",Phoebe,4,neutral,357,13
2122,I missed you.  I'm gonna get changed.,Duncan,4,neutral,357,14
2123,OK.,Phoebe,4,neutral,357,15
2124,"Um, now. Phoebs.",Duncan,4,neutral,357,16
2125,"Oh, right, OK. Ole.",Phoebe,4,neutral,357,17
